,tweet,tweetP,Category
9970,BJP Govt is least bothered to pay compensation to covid victim families but they have waived of thousands of crores of loans of big corporates.#SpeakUpforCovidNyay@INCIndia@RahulGandhi @priyankagandhi @LambaAlka https://t.co/PqOzQwiVLM,bjp govt least bothered pay compensation covid victim families waived thousands crores loans big corporates speakupforcovidnyay,negative
9971,Woops! Went to print before it became clear in the last 48 hours that it is the vaccinated who are weak to Covid. #omicron  https://t.co/X1PirrtvRp,woops went print became clear last 48 hours vaccinated weak covid omicron,negative
9972,".@MetPoliceUK I know you're inundated, but yr Commissioner said you require a complaint before you investigate. Her misreading of the public mood has caused this. So I too wish to complain abt possible covid law-breaking at 10 Downing St on 18/12/20. Happy to DM my name/address.",i know inundated yr commissioner said require complaint investigate misreading public mood caused wish complain abt possible covid law breaking 10 downing st 18 12 20 happy dm name address,positive
9973,I can’t fucking do this again. I can’t. It’s like hearing about each new COVID variant popping up https://t.co/rb8lTA3ULJ,i fucking like hearing new covid variant popping up,negative
9974,I want to draw our people's attention to 2 things: - till now Modi govt has not shared exact list of those who died of Covid- it has collected lakhs of crores under PM Cares Fund but cannot compensate Rs.4 lakh to covid victims' families: Shri @ripunbora #SpeakUpForCovidNyay https://t.co/6ceCfeK5MQ,i want draw people attention 2 things till modi govt shared exact list died covid collected lakhs crores pm cares fund cannot compensate rs 4 lakh covid victims families shri speakupforcovidnyay,positive
9975,"Just to let you all know, I have spent a lot of time in COVID Courts in recent months. It’s mostly handing out fines (quiet significant ones) for breaking the rules in a much lesser way than alleged at Downing Street last Christmas. #downingstreetparty",just let know spent lot time covid courts recent months mostly handing fines quiet significant ones breaking rules much lesser way alleged downing street last christmas downingstreetparty,positive
9976,Govt's job is to protect it's citizens. We want the truth about the number of actual deaths due to COVID to come out and that those families should receive compensation of Rs. 4 lakh: @RahulGandhi #SpeakUpForCovidNyay https://t.co/NfoduMOrbn,govt job protect citizens want truth number actual deaths due covid come families receive compensation rs 4 lakh speakupforcovidnyay,negative
9977,#repealGIBNA2021#gipsaWR2017@DFS_India @pldontbeupset @FinMinIndia@DrBhagwatKarad @PMOIndia We fought against Corona &amp; worked as Covid Warriors! Now asking for our delayed Wage Revision..! 4+ years of delay &amp; injustice. @WeIndianInsurer @WInsurers,repealgibna2021 gipsawr2017 india fought corona amp worked covid warriors asking delayed wage revision 4 years delay amp injustice,neutral
9978,"In #Hleya Ywama village, Inle area of ​​#Nyaungshwe southern Shan State, thieves were rioting in the village after the covid centers &amp; almost the entire village were electricity cut off by the junta &amp; covid-19 center is no longer accepting new patients.#WhatsHappeningInMyanmar https://t.co/wtjjEKX7h8",in hleya ywama village inle area nyaungshwe southern state thieves rioting village covid centers amp almost entire village electricity cut junta amp covid 19 center longer accepting new patients whatshappeninginmyanmar,positive
9979,"@giftedrascal My place still pushing the Christmas party. We are a huge school. The kids have been dropping like flies with positive covid tests, so what better way to celebrate eh? 😠",my place still pushing christmas party huge school kids dropping like flies positive covid tests better way celebrate eh,positive
9980,The Omnicron variant is just another example of how COVID will be prolonged if rich nations and Big Pharma keep blocking vaccine distribution. https://t.co/dPIjn1EW7I,the omnicron variant another example covid prolonged rich nations big pharma keep blocking vaccine distribution,positive
9981,YG Announces #BLACKPINK's #Lisa Has Recovered From COVID-19 + Is Released From Self-Quarantinehttps://t.co/NpqHx3bnpg https://t.co/FpCDfJuAsk,yg announces blackpink lisa recovered covid 19 released self,neutral
9982,"Hey Covid Cult, this Jew does not want your faux outrage at the rightful comparisons between 1930s Nazi Germany and now. We can’t ever compare to the Shoah but by ignoring the lessons of history you dishonour those who suffered through these. You can shove your faux outrage.",hey covid cult jew want faux outrage rightful comparisons 1930s nazi germany ever compare shoah ignoring lessons history dishonour suffered shove faux outrage,neutral
9983,"Severe COVID survivors more prone to suffering long-term health issues, new study shows. https://t.co/eKWt757v3K",severe covid survivors prone suffering long term health issues new study shows,positive
9984,This study published in @BloodCancerJnl by @iStopMM is a very nice way to understand when severe immune dysregulation takes place during myeloma progression. MGUS does not increase the risk of severe COVID-19.Congrats @sykristinsson and team!#mmsmhttps://t.co/aCjkzZZAfl,this study published nice way understand severe immune dysregulation takes place myeloma progression mgus increase risk severe covid 19 congrats team,positive
9985,LISA IS FINALLY COVID FREE ❤ @BLACKPINK https://t.co/cuViacKC02,lisa finally covid free,positive
9986,I can’t fucking do this again. I can’t. It’s like hearing about each new COVID variant popping up https://t.co/rb8lTA3ULJ,i fucking like hearing new covid variant popping up,negative
9987,"Just to let you all know, I have spent a lot of time in COVID Courts in recent months. It’s mostly handing out fines (quiet significant ones) for breaking the rules in a much lesser way than alleged at Downing Street last Christmas. #downingstreetparty",just let know spent lot time covid courts recent months mostly handing fines quiet significant ones breaking rules much lesser way alleged downing street last christmas downingstreetparty,positive
9988,"In case you are wondering what side of history you will end up on with COVID...I am not aware of any historical example where the side that censors debate &amp; facts, leads with fear, mandates medical treatments, and uses children as shields is the side history judges favorably.",in case wondering side history end covid aware historical example side censors debate amp facts leads fear mandates medical treatments uses children shields side history judges favorably,positive
9989,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well 🙏. Download the app https://t.co/4R5FGRHpV0",help slow spread covid19 identify risk cases sooner self reporting symptoms daily even feel well download app,negative
9990,@LukeADWilliams It's the future! I'm not on the xc legs today (covid childcare) but will be tomorrow!,it future xc legs today covid childcare tomorrow,neutral
9991,"@WalleyRay We are household of 4, all asthmatic, all very careful to always wear face masks! Always social distance, ventilate indoors, avoid unnecessary mixing. COVID is airborne, as is flu. Not had colds, flu, COVID since we started doing so &amp; all are risk 4 asthmatics. Mask up people.",we household 4 asthmatic careful always wear face masks always social distance ventilate indoors avoid unnecessary mixing covid airborne flu colds flu covid since started amp risk 4 asthmatics mask people,negative
